"縣市","鄉鎮","Sum_Local.x"
"南投縣","南投市",2
"台中市","北區",1
"台中市","北屯區",6
"台中市","南屯區",1
"台中市","大里區",1
"台中市","烏日區",3
"台中市","神岡區",1
"台中市","西屯區",6
"台中市","霧峰區",1
"台中市","龍井區",2
"台北市","中山區",35
"台北市","中正區",16
"台北市","信義區",26
"台北市","內湖區",31
"台北市","北投區",17
"台北市","南港區",10
"台北市","士林區",23
"台北市","大同區",20
"台北市","大安區",26
"台北市","文山區",29
"台北市","松山區",13
"台北市","萬華區",14
"台南市","善化區",1
"台南市","安南區",2
"台南市","柳營區",1
"台南市","永康區",4
"台南市","鹽水區",2
"台東縣","台東市",3
"台東縣","成功鎮",15
"台東縣","池上鄉",1
"台東縣","綠島鄉",2
"台東縣","達仁鄉",1
"嘉義市","西區",2
"嘉義縣","溪口鄉",1
"基隆市","七堵區",12
"基隆市","中山區",10
"基隆市","中正區",31
"基隆市","仁愛區",22
"基隆市","信義區",20
"基隆市","安樂區",10
"基隆市","暖暖區",8
"宜蘭縣","三星鄉",2
"宜蘭縣","五結鄉",8
"宜蘭縣","冬山鄉",7
"宜蘭縣","南澳鄉",18
"宜蘭縣","員山鄉",4
"宜蘭縣","大同鄉",1
"宜蘭縣","宜蘭市",8
"宜蘭縣","礁溪鄉",2
"宜蘭縣","羅東鎮",8
"宜蘭縣","蘇澳鎮",1
"屏東縣","九如鄉",2
"屏東縣","內埔鄉",2
"屏東縣","屏東市",3
"屏東縣","新園鄉",1
"屏東縣","新埤鄉",5
"屏東縣","東港鎮",1
"彰化縣","二林鎮",1
"彰化縣","北斗鎮",1
"彰化縣","和美鎮",1
"彰化縣","埤頭鄉",1
"彰化縣","彰化市",1
"彰化縣","永靖鄉",1
"彰化縣","溪州鄉",1
"彰化縣","鹿港鎮",2
"新北市","三峽區",7
"新北市","三重區",114
"新北市","中和區",70
"新北市","五股區",20
"新北市","八里區",7
"新北市","土城區",24
"新北市","坪林區",1
"新北市","新店區",47
"新北市","新莊區",79
"新北市","板橋區",90
"新北市","林口區",11
"新北市","樹林區",14
"新北市","永和區",18
"新北市","汐止區",32
"新北市","泰山區",9
"新北市","淡水區",19
"新北市","深坑區",5
"新北市","烏來區",1
"新北市","蘆洲區",36
"新北市","鶯歌區",7
"新竹市","北區",2
"新竹市","東區",6
"新竹市","香山區",2
"新竹縣","新豐鄉",6
"新竹縣","湖口鄉",3
"新竹縣","竹東鎮",1
"桃園市","中壢區",79
"桃園市","八德區",35
"桃園市","大溪區",9
"桃園市","平鎮區",12
"桃園市","復興區",2
"桃園市","桃園區",102
"桃園市","楊梅區",9
"桃園市","蘆竹區",6
"桃園市","觀音區",5
"桃園市","龍潭區",9
"桃園市","龜山區",42
"花蓮縣","卓溪鄉",3
"花蓮縣","吉安鄉",30
"花蓮縣","壽豐鄉",4
"花蓮縣","富里鄉",1
"花蓮縣","新城鄉",13
"花蓮縣","玉里鎮",2
"花蓮縣","秀林鄉",25
"花蓮縣","花蓮市",52
"花蓮縣","萬榮鄉",6
"花蓮縣","豐濱鄉",1
"花蓮縣","鳳林鎮",2
"苗栗縣","竹南鎮",7
"苗栗縣","苗栗市",1
"苗栗縣","頭份市",2
"雲林縣","台西鄉",4
"雲林縣","斗六市",1
"雲林縣","虎尾鎮",1
"雲林縣","麥寮鄉",1
"高雄市","三民區",9
"高雄市","前鎮區",4
"高雄市","大寮區",3
"高雄市","岡山區",2
"高雄市","左營區",1
"高雄市","新興區",1
"高雄市","林園區",1
"高雄市","楠梓區",2
"高雄市","橋頭區",1
"高雄市","美濃區",1
"高雄市","苓雅區",4
"高雄市","路竹區",1
"高雄市","鳥松區",1
"高雄市","鳳山區",8
"高雄市","鹽埕區",2
"高雄市","鼓山區",4
