"縣市","鄉鎮","Sum_Local.x"
"南投縣","中寮鄉",12
"南投縣","仁愛鄉",7
"南投縣","信義鄉",5
"南投縣","南投市",222
"南投縣","名間鄉",43
"南投縣","國姓鄉",18
"南投縣","埔里鎮",137
"南投縣","水里鄉",9
"南投縣","竹山鎮",84
"南投縣","草屯鎮",277
"南投縣","集集鎮",21
"南投縣","魚池鄉",24
"南投縣","鹿谷鄉",19
"台中市","中區",24
"台中市","北區",540
"台中市","北屯區",993
"台中市","南區",445
"台中市","南屯區",673
"台中市","后里區",89
"台中市","和平區",9
"台中市","外埔區",37
"台中市","大安區",16
"台中市","大甲區",100
"台中市","大肚區",92
"台中市","大里區",474
"台中市","大雅區",219
"台中市","太平區",613
"台中市","新社區",38
"台中市","東勢區",42
"台中市","東區",143
"台中市","梧棲區",108
"台中市","沙鹿區",308
"台中市","清水區",173
"台中市","潭子區",227
"台中市","烏日區",167
"台中市","石岡區",18
"台中市","神岡區",117
"台中市","西區",329
"台中市","西屯區",986
"台中市","豐原區",430
"台中市","霧峰區",181
"台中市","龍井區",246
"台北市","中山區",610
"台北市","中正區",259
"台北市","信義區",407
"台北市","內湖區",661
"台北市","北投區",634
"台北市","南港區",203
"台北市","士林區",566
"台北市","大同區",179
"台北市","大安區",614
"台北市","文山區",569
"台北市","松山區",504
"台北市","萬華區",287
"台南市","七股區",14
"台南市","下營區",28
"台南市","中西區",184
"台南市","仁德區",248
"台南市","佳里區",93
"台南市","六甲區",26
"台南市","北區",343
"台南市","北門區",7
"台南市","南化區",4
"台南市","南區",320
"台南市","善化區",183
"台南市","大內區",12
"台南市","學甲區",15
"台南市","安南區",621
"台南市","安定區",49
"台南市","安平區",151
"台南市","官田區",34
"台南市","將軍區",16
"台南市","山上區",10
"台南市","左鎮區",2
"台南市","後壁區",19
"台南市","新化區",65
"台南市","新市區",99
"台南市","新營區",184
"台南市","東區",669
"台南市","東山區",29
"台南市","柳營區",36
"台南市","楠西區",5
"台南市","歸仁區",169
"台南市","永康區",1251
"台南市","玉井區",23
"台南市","白河區",31
"台南市","西港區",43
"台南市","關廟區",52
"台南市","鹽水區",26
"台南市","麻豆區",65
"台南市","龍崎區",4
"台東縣","卑南鄉",17
"台東縣","台東市",142
"台東縣","大武鄉",5
"台東縣","太麻里鄉",11
"台東縣","延平鄉",4
"台東縣","成功鎮",9
"台東縣","東河鄉",6
"台東縣","池上鄉",4
"台東縣","海端鄉",3
"台東縣","蘭嶼鄉",3
"台東縣","達仁鄉",6
"台東縣","金峰鄉",2
"台東縣","長濱鄉",5
"台東縣","關山鎮",9
"台東縣","鹿野鄉",7
"嘉義市","東區",307
"嘉義市","西區",334
"嘉義縣","中埔鄉",104
"嘉義縣","六腳鄉",24
"嘉義縣","大埔鄉",2
"嘉義縣","大林鎮",88
"嘉義縣","太保市",102
"嘉義縣","布袋鎮",45
"嘉義縣","新港鄉",66
"嘉義縣","朴子市",99
"嘉義縣","東石鄉",21
"嘉義縣","梅山鄉",22
"嘉義縣","民雄鄉",213
"嘉義縣","水上鄉",99
"嘉義縣","溪口鄉",6
"嘉義縣","番路鄉",12
"嘉義縣","竹崎鄉",44
"嘉義縣","義竹鄉",18
"嘉義縣","阿里山鄉",2
"嘉義縣","鹿草鄉",20
"基隆市","七堵區",75
"基隆市","中山區",60
"基隆市","中正區",79
"基隆市","仁愛區",57
"基隆市","信義區",103
"基隆市","安樂區",121
"基隆市","暖暖區",46
"宜蘭縣","三星鄉",12
"宜蘭縣","五結鄉",54
"宜蘭縣","冬山鄉",65
"宜蘭縣","南澳鄉",2
"宜蘭縣","員山鄉",68
"宜蘭縣","壯圍鄉",36
"宜蘭縣","宜蘭市",150
"宜蘭縣","礁溪鄉",34
"宜蘭縣","羅東鎮",94
"宜蘭縣","蘇澳鎮",56
"宜蘭縣","頭城鎮",34
"屏東縣","三地門鄉",9
"屏東縣","九如鄉",32
"屏東縣","佳冬鄉",20
"屏東縣","來義鄉",19
"屏東縣","內埔鄉",94
"屏東縣","南州鄉",13
"屏東縣","屏東市",442
"屏東縣","崁頂鄉",27
"屏東縣","恆春鎮",54
"屏東縣","新園鄉",49
"屏東縣","新埤鄉",16
"屏東縣","春日鄉",5
"屏東縣","東港鎮",88
"屏東縣","枋寮鄉",21
"屏東縣","枋山鄉",12
"屏東縣","林邊鄉",14
"屏東縣","泰武鄉",6
"屏東縣","滿州鄉",12
"屏東縣","潮州鎮",135
"屏東縣","牡丹鄉",13
"屏東縣","獅子鄉",5
"屏東縣","琉球鄉",9
"屏東縣","瑪家鄉",12
"屏東縣","竹田鄉",30
"屏東縣","萬丹鄉",112
"屏東縣","萬巒鄉",19
"屏東縣","車城鄉",8
"屏東縣","里港鄉",40
"屏東縣","長治鄉",75
"屏東縣","霧台鄉",5
"屏東縣","高樹鄉",38
"屏東縣","鹽埔鄉",37
"屏東縣","麟洛鄉",16
"彰化縣","二林鎮",53
"彰化縣","二水鄉",8
"彰化縣","伸港鄉",52
"彰化縣","北斗鎮",40
"彰化縣","和美鎮",177
"彰化縣","員林市",253
"彰化縣","埔心鄉",42
"彰化縣","埔鹽鄉",38
"彰化縣","埤頭鄉",30
"彰化縣","大城鄉",15
"彰化縣","大村鄉",66
"彰化縣","彰化市",668
"彰化縣","永靖鄉",55
"彰化縣","溪州鄉",33
"彰化縣","溪湖鎮",88
"彰化縣","田中鎮",48
"彰化縣","田尾鄉",26
"彰化縣","社頭鄉",60
"彰化縣","福興鄉",89
"彰化縣","秀水鄉",78
"彰化縣","竹塘鄉",12
"彰化縣","線西鄉",24
"彰化縣","芬園鄉",39
"彰化縣","花壇鄉",91
"彰化縣","芳苑鄉",29
"彰化縣","鹿港鎮",168
"新北市","三峽區",214
"新北市","三芝區",26
"新北市","三重區",1096
"新北市","中和區",1261
"新北市","五股區",120
"新北市","八里區",78
"新北市","土城區",610
"新北市","坪林區",6
"新北市","平溪區",3
"新北市","新店區",759
"新北市","新莊區",1000
"新北市","板橋區",1518
"新北市","林口區",257
"新北市","樹林區",382
"新北市","永和區",608
"新北市","汐止區",470
"新北市","泰山區",171
"新北市","淡水區",658
"新北市","深坑區",36
"新北市","烏來區",5
"新北市","瑞芳區",26
"新北市","石碇區",5
"新北市","石門區",6
"新北市","萬里區",17
"新北市","蘆洲區",443
"新北市","貢寮區",5
"新北市","金山區",26
"新北市","雙溪區",1
"新北市","鶯歌區",156
"新竹市","北區",580
"新竹市","東區",1006
"新竹市","香山區",227
"新竹縣","五峰鄉",2
"新竹縣","北埔鄉",9
"新竹縣","寶山鄉",18
"新竹縣","尖石鄉",3
"新竹縣","峨眉鄉",5
"新竹縣","新埔鎮",32
"新竹縣","新豐鄉",121
"新竹縣","橫山鄉",12
"新竹縣","湖口鄉",126
"新竹縣","竹北市",601
"新竹縣","竹東鎮",204
"新竹縣","芎林鄉",39
"新竹縣","關西鎮",43
"桃園市","中壢區",1396
"桃園市","八德區",557
"桃園市","大園區",150
"桃園市","大溪區",140
"桃園市","平鎮區",428
"桃園市","復興區",17
"桃園市","新屋區",63
"桃園市","桃園區",1513
"桃園市","楊梅區",401
"桃園市","蘆竹區",361
"桃園市","觀音區",99
"桃園市","龍潭區",272
"桃園市","龜山區",554
"澎湖縣","七美鄉",2
"澎湖縣","望安鄉",2
"澎湖縣","湖西鄉",7
"澎湖縣","白沙鄉",5
"澎湖縣","西嶼鄉",2
"澎湖縣","馬公市",85
"花蓮縣","光復鄉",3
"花蓮縣","卓溪鄉",6
"花蓮縣","吉安鄉",182
"花蓮縣","壽豐鄉",46
"花蓮縣","富里鄉",5
"花蓮縣","新城鄉",27
"花蓮縣","玉里鎮",16
"花蓮縣","瑞穗鄉",8
"花蓮縣","秀林鄉",23
"花蓮縣","花蓮市",200
"花蓮縣","萬榮鄉",5
"花蓮縣","豐濱鄉",2
"花蓮縣","鳳林鎮",7
"苗栗縣","三灣鄉",5
"苗栗縣","三義鄉",22
"苗栗縣","公館鄉",58
"苗栗縣","卓蘭鎮",10
"苗栗縣","南庄鄉",5
"苗栗縣","大湖鄉",12
"苗栗縣","後龍鎮",43
"苗栗縣","泰安鄉",5
"苗栗縣","獅潭鄉",5
"苗栗縣","竹南鎮",161
"苗栗縣","苑裡鎮",75
"苗栗縣","苗栗市",185
"苗栗縣","西湖鄉",8
"苗栗縣","通霄鎮",42
"苗栗縣","造橋鄉",19
"苗栗縣","銅鑼鄉",38
"苗栗縣","頭份市",227
"苗栗縣","頭屋鄉",18
"連江縣","北竿鄉",2
"連江縣","南竿鄉",1
"連江縣","東引鄉",1
"金門縣","烈嶼鄉",5
"金門縣","金城鎮",35
"金門縣","金寧鄉",23
"金門縣","金沙鎮",17
"金門縣","金湖鎮",38
"雲林縣","二崙鄉",24
"雲林縣","元長鄉",33
"雲林縣","北港鎮",44
"雲林縣","口湖鄉",19
"雲林縣","古坑鄉",31
"雲林縣","台西鄉",21
"雲林縣","四湖鄉",12
"雲林縣","土庫鎮",24
"雲林縣","大埤鄉",10
"雲林縣","崙背鄉",20
"雲林縣","斗六市",291
"雲林縣","斗南鎮",61
"雲林縣","東勢鄉",10
"雲林縣","林內鄉",20
"雲林縣","水林鄉",21
"雲林縣","莿桐鄉",30
"雲林縣","虎尾鎮",166
"雲林縣","褒忠鄉",5
"雲林縣","西螺鎮",42
"雲林縣","麥寮鄉",67
"高雄市","三民區",1335
"高雄市","仁武區",296
"高雄市","內門區",14
"高雄市","六龜區",8
"高雄市","前金區",44
"高雄市","前鎮區",447
"高雄市","大寮區",202
"高雄市","大樹區",51
"高雄市","大社區",118
"高雄市","小港區",372
"高雄市","岡山區",273
"高雄市","左營區",668
"高雄市","彌陀區",18
"高雄市","新興區",69
"高雄市","旗山區",34
"高雄市","旗津區",37
"高雄市","杉林區",11
"高雄市","林園區",112
"高雄市","桃源區",2
"高雄市","梓官區",50
"高雄市","楠梓區",725
"高雄市","橋頭區",87
"高雄市","永安區",14
"高雄市","湖內區",64
"高雄市","燕巢區",53
"高雄市","田寮區",7
"高雄市","甲仙區",8
"高雄市","美濃區",53
"高雄市","苓雅區",427
"高雄市","茂林區",5
"高雄市","茄萣區",39
"高雄市","路竹區",75
"高雄市","那瑪夏區",6
"高雄市","阿蓮區",31
"高雄市","鳥松區",91
"高雄市","鳳山區",1115
"高雄市","鹽埕區",33
"高雄市","鼓山區",349
