"縣市","鄉鎮","Sum_Local.x"
"南投縣","中寮鄉",7
"南投縣","仁愛鄉",19
"南投縣","信義鄉",12
"南投縣","南投市",154
"南投縣","名間鄉",39
"南投縣","國姓鄉",7
"南投縣","埔里鎮",81
"南投縣","水里鄉",12
"南投縣","竹山鎮",57
"南投縣","草屯鎮",116
"南投縣","集集鎮",13
"南投縣","魚池鄉",7
"南投縣","鹿谷鄉",10
"台中市","中區",33
"台中市","北區",307
"台中市","北屯區",793
"台中市","南區",254
"台中市","南屯區",458
"台中市","后里區",55
"台中市","和平區",11
"台中市","外埔區",29
"台中市","大安區",10
"台中市","大甲區",76
"台中市","大肚區",48
"台中市","大里區",370
"台中市","大雅區",150
"台中市","太平區",323
"台中市","新社區",14
"台中市","東勢區",62
"台中市","東區",146
"台中市","梧棲區",116
"台中市","沙鹿區",190
"台中市","清水區",99
"台中市","潭子區",241
"台中市","烏日區",111
"台中市","石岡區",27
"台中市","神岡區",75
"台中市","西區",260
"台中市","西屯區",669
"台中市","豐原區",232
"台中市","霧峰區",84
"台中市","龍井區",120
"台北市","中山區",652
"台北市","中正區",304
"台北市","信義區",516
"台北市","內湖區",896
"台北市","北投區",611
"台北市","南港區",192
"台北市","士林區",590
"台北市","大同區",219
"台北市","大安區",587
"台北市","文山區",585
"台北市","松山區",383
"台北市","萬華區",307
"台南市","七股區",17
"台南市","下營區",17
"台南市","中西區",103
"台南市","仁德區",121
"台南市","佳里區",47
"台南市","六甲區",27
"台南市","北區",220
"台南市","北門區",15
"台南市","南化區",2
"台南市","南區",153
"台南市","善化區",48
"台南市","大內區",2
"台南市","學甲區",24
"台南市","安南區",356
"台南市","安定區",36
"台南市","安平區",94
"台南市","官田區",20
"台南市","將軍區",16
"台南市","山上區",4
"台南市","後壁區",29
"台南市","新化區",37
"台南市","新市區",41
"台南市","新營區",132
"台南市","東區",346
"台南市","東山區",18
"台南市","柳營區",27
"台南市","楠西區",3
"台南市","歸仁區",104
"台南市","永康區",700
"台南市","玉井區",4
"台南市","白河區",18
"台南市","西港區",29
"台南市","關廟區",29
"台南市","鹽水區",38
"台南市","麻豆區",38
"台南市","龍崎區",5
"台東縣","卑南鄉",24
"台東縣","台東市",230
"台東縣","大武鄉",6
"台東縣","太麻里鄉",17
"台東縣","延平鄉",4
"台東縣","成功鎮",25
"台東縣","東河鄉",10
"台東縣","池上鄉",4
"台東縣","海端鄉",2
"台東縣","綠島鄉",9
"台東縣","蘭嶼鄉",3
"台東縣","達仁鄉",7
"台東縣","金峰鄉",2
"台東縣","長濱鄉",3
"台東縣","關山鎮",20
"台東縣","鹿野鄉",13
"嘉義市","東區",216
"嘉義市","西區",236
"嘉義縣","中埔鄉",39
"嘉義縣","六腳鄉",17
"嘉義縣","大埔鄉",1
"嘉義縣","大林鎮",34
"嘉義縣","太保市",61
"嘉義縣","布袋鎮",40
"嘉義縣","新港鄉",15
"嘉義縣","朴子市",58
"嘉義縣","東石鄉",11
"嘉義縣","梅山鄉",15
"嘉義縣","民雄鄉",56
"嘉義縣","水上鄉",54
"嘉義縣","溪口鄉",15
"嘉義縣","番路鄉",5
"嘉義縣","竹崎鄉",32
"嘉義縣","義竹鄉",9
"嘉義縣","阿里山鄉",8
"嘉義縣","鹿草鄉",4
"基隆市","七堵區",82
"基隆市","中山區",50
"基隆市","中正區",53
"基隆市","仁愛區",51
"基隆市","信義區",77
"基隆市","安樂區",115
"基隆市","暖暖區",36
"宜蘭縣","三星鄉",28
"宜蘭縣","五結鄉",57
"宜蘭縣","冬山鄉",87
"宜蘭縣","南澳鄉",1
"宜蘭縣","員山鄉",52
"宜蘭縣","壯圍鄉",44
"宜蘭縣","大同鄉",2
"宜蘭縣","宜蘭市",194
"宜蘭縣","礁溪鄉",68
"宜蘭縣","羅東鎮",158
"宜蘭縣","蘇澳鎮",49
"宜蘭縣","頭城鎮",42
"屏東縣","三地門鄉",11
"屏東縣","九如鄉",17
"屏東縣","佳冬鄉",9
"屏東縣","來義鄉",29
"屏東縣","內埔鄉",48
"屏東縣","南州鄉",9
"屏東縣","屏東市",318
"屏東縣","崁頂鄉",6
"屏東縣","恆春鎮",48
"屏東縣","新園鄉",22
"屏東縣","新埤鄉",7
"屏東縣","春日鄉",8
"屏東縣","東港鎮",29
"屏東縣","枋寮鄉",9
"屏東縣","枋山鄉",1
"屏東縣","林邊鄉",8
"屏東縣","泰武鄉",9
"屏東縣","滿州鄉",8
"屏東縣","潮州鎮",65
"屏東縣","牡丹鄉",5
"屏東縣","獅子鄉",5
"屏東縣","琉球鄉",17
"屏東縣","瑪家鄉",4
"屏東縣","竹田鄉",7
"屏東縣","萬丹鄉",54
"屏東縣","萬巒鄉",19
"屏東縣","車城鄉",14
"屏東縣","里港鄉",30
"屏東縣","長治鄉",38
"屏東縣","霧台鄉",2
"屏東縣","高樹鄉",35
"屏東縣","鹽埔鄉",14
"屏東縣","麟洛鄉",10
"彰化縣","二林鎮",61
"彰化縣","二水鄉",37
"彰化縣","伸港鄉",25
"彰化縣","北斗鎮",40
"彰化縣","和美鎮",94
"彰化縣","員林市",132
"彰化縣","埔心鄉",45
"彰化縣","埔鹽鄉",30
"彰化縣","埤頭鄉",31
"彰化縣","大城鄉",11
"彰化縣","大村鄉",58
"彰化縣","彰化市",493
"彰化縣","永靖鄉",26
"彰化縣","溪州鄉",11
"彰化縣","溪湖鎮",72
"彰化縣","田中鎮",61
"彰化縣","田尾鄉",27
"彰化縣","社頭鄉",42
"彰化縣","福興鄉",46
"彰化縣","秀水鄉",47
"彰化縣","竹塘鄉",4
"彰化縣","線西鄉",14
"彰化縣","芬園鄉",28
"彰化縣","花壇鄉",84
