"縣市","鄉鎮","Sum_Inter","Sum_Local"
"南投縣","中寮鄉",NA,1
"南投縣","仁愛鄉",NA,2
"南投縣","信義鄉",NA,4
"南投縣","南投市",NA,43
"南投縣","名間鄉",NA,18
"南投縣","國姓鄉",NA,1
"南投縣","埔里鎮",NA,12
"南投縣","水里鄉",NA,2
"南投縣","竹山鎮",NA,14
"南投縣","草屯鎮",NA,30
"南投縣","集集鎮",NA,2
"南投縣","魚池鄉",NA,1
"南投縣","鹿谷鄉",NA,1
"台中市","中區",NA,15
"台中市","北區",NA,92
"台中市","北屯區",NA,161
"台中市","南區",NA,69
"台中市","南屯區",NA,81
"台中市","后里區",NA,14
"台中市","和平區",NA,2
"台中市","外埔區",NA,8
"台中市","大安區",NA,1
"台中市","大甲區",NA,19
"台中市","大肚區",NA,13
"台中市","大里區",NA,88
"台中市","大雅區",NA,37
"台中市","太平區",NA,71
"台中市","新社區",NA,5
"台中市","東勢區",NA,29
"台中市","東區",NA,35
"台中市","梧棲區",NA,18
"台中市","沙鹿區",NA,39
"台中市","清水區",NA,30
"台中市","潭子區",NA,31
"台中市","烏日區",NA,21
"台中市","石岡區",NA,4
"台中市","神岡區",NA,9
"台中市","西區",NA,58
"台中市","西屯區",NA,177
"台中市","豐原區",NA,31
"台中市","霧峰區",NA,45
"台中市","龍井區",NA,39
"台北市","中山區",NA,1089
"台北市","中正區",NA,574
"台北市","信義區",NA,842
"台北市","內湖區",NA,671
"台北市","北投區",NA,717
"台北市","南港區",NA,372
"台北市","士林區",NA,910
"台北市","大同區",NA,707
"台北市","大安區",NA,907
"台北市","文山區",NA,848
"台北市","松山區",NA,549
"台北市","萬華區",NA,2388
"台南市","七股區",NA,4
"台南市","下營區",NA,1
"台南市","中西區",NA,17
"台南市","仁德區",NA,22
"台南市","佳里區",NA,12
"台南市","六甲區",NA,4
"台南市","北區",NA,33
"台南市","北門區",NA,2
"台南市","南區",NA,21
"台南市","善化區",NA,23
"台南市","大內區",NA,3
"台南市","學甲區",NA,1
"台南市","安南區",NA,50
"台南市","安定區",NA,7
"台南市","安平區",NA,18
"台南市","官田區",NA,5
"台南市","將軍區",NA,6
"台南市","山上區",NA,1
"台南市","後壁區",NA,4
"台南市","新化區",NA,2
"台南市","新市區",NA,14
"台南市","新營區",NA,37
"台南市","東區",NA,40
"台南市","東山區",NA,1
"台南市","柳營區",NA,7
"台南市","歸仁區",NA,22
"台南市","永康區",NA,89
"台南市","玉井區",NA,6
"台南市","白河區",NA,12
"台南市","西港區",NA,10
"台南市","鹽水區",NA,22
"台南市","麻豆區",NA,8
"台東縣","卑南鄉",NA,18
"台東縣","台東市",NA,68
"台東縣","太麻里鄉",NA,15
"台東縣","延平鄉",NA,2
"台東縣","成功鎮",NA,107
"台東縣","東河鄉",NA,4
"台東縣","池上鄉",NA,8
"台東縣","海端鄉",NA,1
"台東縣","綠島鄉",NA,3
"台東縣","達仁鄉",NA,4
"台東縣","金峰鄉",NA,7
"台東縣","長濱鄉",NA,3
"台東縣","關山鎮",NA,1
"台東縣","鹿野鄉",NA,6
"嘉義市","東區",NA,20
"嘉義市","西區",NA,52
"嘉義縣","中埔鄉",NA,1
"嘉義縣","六腳鄉",NA,5
"嘉義縣","大林鎮",NA,39
"嘉義縣","太保市",NA,16
"嘉義縣","新港鄉",NA,1
"嘉義縣","朴子市",NA,3
"嘉義縣","東石鄉",NA,1
"嘉義縣","梅山鄉",NA,12
"嘉義縣","民雄鄉",NA,11
"嘉義縣","水上鄉",NA,20
"嘉義縣","溪口鄉",NA,3
"嘉義縣","竹崎鄉",NA,3
"嘉義縣","鹿草鄉",NA,4
"基隆市","七堵區",NA,174
"基隆市","中山區",NA,322
"基隆市","中正區",NA,481
"基隆市","仁愛區",NA,490
"基隆市","信義區",NA,444
"基隆市","安樂區",NA,456
"基隆市","暖暖區",NA,223
"宜蘭縣","三星鄉",NA,31
"宜蘭縣","五結鄉",NA,76
"宜蘭縣","冬山鄉",NA,104
"宜蘭縣","南澳鄉",NA,145
"宜蘭縣","員山鄉",NA,48
"宜蘭縣","壯圍鄉",NA,22
"宜蘭縣","大同鄉",NA,13
"宜蘭縣","宜蘭市",NA,162
"宜蘭縣","礁溪鄉",NA,68
"宜蘭縣","羅東鎮",NA,142
"宜蘭縣","蘇澳鎮",NA,38
"宜蘭縣","頭城鎮",NA,71
