"id","name_id","name","time","city","level","level_web","longitude","latitude","created_at","updated_at"
1322507,1,"東大門國際觀光夜市周邊","2020-05-01 15:20:00","花蓮縣","G","正常","121.61370000","23.97487000",NA,NA
1322508,2,"文賢商圈、花園夜市周邊","2020-05-01 15:20:00","臺南市","G","正常","120.19470000","23.01234000",NA,NA
1322509,3,"內灣老街周邊","2020-05-01 15:20:00","新竹縣","G","正常","121.18240000","24.70735000",NA,NA
1322510,4,"碧雲寺周邊","2020-05-01 15:20:00","屏東縣","G","正常","120.36850000","22.34034000",NA,NA
1322511,5,"湯圍溝公園大眾浴池周邊","2020-05-01 15:20:00","宜蘭縣","G","正常","121.77120000","24.82736000",NA,NA
1322512,6,"新天堂樂園周邊","2020-05-01 15:20:00","花蓮縣","G","正常","121.59390000","23.93883000",NA,NA
1322513,7,"建德宮周邊","2020-05-01 15:20:00","嘉義縣","G","正常","120.18250000","23.41862000",NA,NA
1322514,8,"赤崁樓、永樂市場、水仙宮市場周邊","2020-05-01 15:20:00","臺南市","G","正常","120.19970000","22.99430000",NA,NA
1322515,9,"南庄桂花巷、遊客中心周邊","2020-05-01 15:20:00","苗栗縣","G","正常","120.99960000","24.59912000",NA,NA
1322516,10,"竹圍漁港周邊","2020-05-01 15:20:00","桃園市","G","正常","121.24250000","25.11806000",NA,NA
1322517,11,"恆春老街周邊","2020-05-01 15:20:00","屏東縣","G","正常","120.74290000","22.00268000",NA,NA
1322518,12,"元長夜市周邊","2020-05-01 15:20:00","雲林縣","G","正常","120.31340000","23.64950000",NA,NA
1322519,13,"北投市場周邊","2020-05-01 15:20:00","臺北市","G","正常","121.50040000","25.13095000",NA,NA
1322520,14,"古坑綠色隧道周邊","2020-05-01 15:20:00","雲林縣","G","正常","120.53880000","23.65937000",NA,NA
1322521,15,"宜蘭火車站周邊","2020-05-01 15:20:00","宜蘭縣","G","正常","121.75590000","24.75521000",NA,NA
1322522,16,"台西夜市周邊","2020-05-01 15:20:00","雲林縣","G","正常","120.20040000","23.69862000",NA,NA
1322523,17,"十鼓仁糖文創園區、奇美博物館周邊","2020-05-01 15:20:00","臺南市","G","正常","120.22930000","22.94478000",NA,NA
1322524,18,"十七公里海岸風景區周邊","2020-05-01 15:20:00","新竹市","G","正常","120.92540000","24.84739000",NA,NA
